time,global_track_id,x,y,vx,vy,prob
2189.17,GT-0851,197458.3840589026,-270611.3950755034,161.10476928157294,-142.50018399701742,0.949
2213.38,GT-0851,201292.22640651956,-274088.42947092117,161.86211569859006,-145.7512569350278,0.923
2213.38,GT-0892,88539.4283345618,-274030.57983822736,-160.1726541256511,-145.47215480871952,0.904
2240.01,GT-0892,84244.9612389251,-277983.9875450069,-158.8654420127442,-143.79837572924484,0.918
2265.44,GT-0851,209581.70096820663,-281470.9521945777,158.7926628334447,-141.60425360333085,0.868
2265.44,GT-0902,209876.10446929946,-281751.5381334213,159.21264924873117,-142.49802959492828,0.854
2291.7,GT-0892,75895.4424537419,-285506.4701743683,-157.9311458538499,-144.63368257399807,0.989
2319.36,GT-0902,218428.93702038514,-289591.96879285644,156.99340386890952,-144.24454753960083,0.887
2345.0,GT-0929,67375.76955371095,-293434.47199725604,-156.96872590700852,-144.90981854829963,0.854
2345.0,GT-0938,222611.97199681305,-293490.78736085957,159.62963141481345,-144.80502928991234,0.89
2371.27,GT-0938,226780.46453395946,-297342.1618421668,158.47461337709072,-145.89154767373458,0.916
2371.27,GT-0945,63082.64284040189,-297409.59776372404,-157.4920805096107,-145.2074027301178,0.944
2399.99,GT-0948,231407.79236518987,-301654.87269617687,158.76825022323877,-145.46896284752071,0.927
2399.99,GT-0968,58415.43395932979,-301691.49389180646,-158.17627670827233,-146.50169935488748,0.948
2425.94,GT-0948,235475.4950546721,-305430.89228173083,156.26010874755463,-147.61768734557467,0.931
2425.94,GT-0975,235662.89416433143,-305554.1155818592,160.03426802941334,-143.306923283571,0.893
2452.43,GT-0983,49967.89935122594,-309544.93882440316,-156.9630807837013,-144.93733936255958,0.992
2478.53,GT-0983,45838.63948419283,-313399.4652162606,-156.5300070187109,-145.9472579198699,0.937
2478.53,GT-0985,244119.40995152923,-313433.9392905251,157.86407241376622,-145.9798390434954,0.873
2503.24,GT-0983,41905.00630189409,-317042.1453645718,-156.75145899743126,-144.90262648761055,0.947
2503.24,GT-0993,248159.47091889364,-317182.43522603466,154.47051286035705,-146.613786748282,0.908
2529.75,GT-0993,252323.1410218847,-321043.56520096434,157.19372163254934,-148.20427152140323,0.917
2529.75,GT-0998,266678.55417307565,-56393.161578522784,216.84470822866695,143.94896684583514,0.955
2554.76,GT-0996,33615.79327469059,-324738.5260809629,-157.5515726718787,-145.89296547027237,0.971
2554.76,GT-0999,256370.32882856467,-324807.2857684066,157.5175276009986,-145.5810085569564,0.928
2579.45,GT-1006,275275.7191495253,-49075.45996305826,313.08297375712027,145.76434356169742,0.872
2604.88,GT-0999,264352.1578207705,-332150.38251078036,157.2165556015629,-148.28325547346793,0.899
2604.88,GT-1005,25552.43615421279,-332303.17794987233,-158.56384723456128,-147.3451753321496,0.915
2631.87,GT-1005,21236.212980628,-336305.0200914282,-159.0490925880274,-147.5301391014388,0.975
2631.87,GT-1012,268630.75304479967,-336337.52560670796,157.94025721708425,-148.81583047649076,0.864
2657.14,GT-1027,17307.881896856947,-340186.7956958413,-157.83122965702862,-149.2693041097735,0.904
2683.07,GT-1012,276797.7994667881,-344018.57859164296,159.54233445391105,-150.31386072854434,0.988
2709.28,GT-1012,280985.02588597505,-347937.599985032,158.5701940397747,-149.83468761536992,0.932
2709.28,GT-1027,8940.933100391807,-347994.5549792713,-159.5889941208594,-148.69061077039345,0.969
2734.94,GT-1012,285130.81050668086,-351782.50967419887,157.61043452934388,-148.99075949515156,0.883
2734.94,GT-1027,4844.1410842524865,-351851.4451438916,-157.56209299006179,-148.3163530389478,0.963
2734.94,GT-1054,296846.86702003033,-25707.366756983658,346.49599275946343,148.3372161657153,0.916
2763.09,GT-1056,289419.8797251319,-356073.9416120366,157.72130277575874,-149.29424254923276,0.971
2763.09,GT-1061,504.17433164809086,-356143.277320551,-158.74262494576476,-150.12502197173535,0.893
2790.25,GT-1056,293715.27615336404,-360164.89430134854,158.28140268866562,-150.2625769113174,0.935
2790.25,GT-1061,-3805.5633629856497,-360226.1987229939,-158.00459226455223,-149.5317740791437,0.975
2816.74,GT-1056,297906.6932032003,-364154.697453665,158.2237799270027,-149.52589808240543,0.871
2816.74,GT-1061,-8042.123295223917,-364232.84586296836,-158.92455330094435,-149.740826108155,0.986
2844.25,GT-1056,302259.53375329135,-368254.48896247946,157.7163073950297,-148.4682128313828,0.881
2844.25,GT-1061,-12426.228673815536,-368430.39920624363,-156.19870264239577,-150.34826537141282,0.903
